,client_id,report_date,bucketRatio1,bucketRatio2,bucketRatio3,invested_amount,total_upl
333,10,2020-10-09,16.136403874200955,16.766323604180087,59.065148568720105,3734964.770952382,-123110.8725084031
334,10,2020-10-16,15.314446722370823,15.91227956166652,61.150290596358545,3935427.840952383,-129266.87250840313
335,10,2020-10-23,13.669784699899692,17.035273010744426,61.133974648265024,3675997.9109523823,-45350.87250840313
336,10,2020-10-30,13.509996558125767,16.836145176710705,61.58828538580998,3719475.410952382,-62411.465124003094
337,10,2020-11-06,13.516992224760916,16.844863169981128,61.568395258586804,3717550.4109523827,-54833.4651240031
338,10,2020-11-13,12.661002559767928,15.778129643619284,64.00215092854148,3968887.9109523827,-5980.282410003347
339,10,2020-11-20,12.821213362226501,15.97778419700609,63.54663847924723,3919293.640962682,5566.717589996652
340,10,2020-11-27,12.821213362226501,15.977784197006088,63.54663847924721,3919293.6409626827,8617.717589996653
341,10,2020-12-04,12.78206449606167,15.928996916312203,63.657946803281405,3931297.640962682,16339.71758999661
342,10,2020-12-11,12.78206449606167,15.928996916312203,63.65794680328142,3931297.640962682,19705.717589996653
343,10,2020-12-18,13.796083888900624,17.192666942902132,69.01133153271326,3642345.2049626824,34375.717589996646
344,10,2020-12-25,13.796083888900624,17.192666942902132,69.01133153271326,3642345.2049626824,23143.71758999665
345,10,2021-01-01,13.600055540217854,16.9483765966408,69.45164905734121,3694845.2049626824,26509.717589996606
346,10,2021-01-08,11.181297138674248,17.422844821614394,71.39594150693527,3594225.2049626824,17842.717589996653
347,10,2021-01-15,15.720571694925663,16.356186566593657,67.9233200956893,3828620.3049248788,17508.446603408083
348,10,2021-01-22,15.720571694925667,16.356186566593657,67.9233200956893,3828620.3049248788,19979.678303408087
349,10,2021-01-29,17.1256092024376,17.453598279540532,65.42085649308824,4689326.904924879,18155.88140784823
