,Date,^GSPC,000001.SS,^FTSE,^GDAXI,^HSI,^TWII,^MERV,^ISEQ,^STI,^GSPTSE,^BSESN,^FCHI,^AEX,^KS11,^BVSP,^IBEX,BSX,0322.HK,^JKSE,^SET.BK,^AXJO,^BFX,^SSMI,^OMXSBCAPPI,^N225,IMOEX.ME,^ATX,^OMXHBCAPPI,^OSEAX,^N100,^BIT40P,JSE.JO
375,2020-09-08,3331.840087890625,3316.4169921875,5930.2998046875,12968.330078125,24624.33984375,12663.5595703125,45481.76171875,6283.580078125,2504.760009765625,16099.5,38365.3515625,4973.52001953125,540.7899780273438,2401.909912109375,100050.0,6955.0,40.91999816894531,13.692900657653809,5244.07177734375,1293.800048828125,6007.7998046875,3303.22998046875,10250.4404296875,696.530029296875,23274.130859375,2888.7900390625,2217.7900390625,186.8699951171875,914.77001953125,973.469970703125,1932.9915771484375,10826.0302734375
376,2020-09-09,3398.9599609375,3254.6279296875,6012.7998046875,13237.2099609375,24468.9296875,12608.580078125,46520.19140625,6354.259765625,2499.330078125,16383.599609375,38193.921875,5042.97998046875,552.0499877929688,2375.81005859375,101292.0,7020.89990234375,41.529998779296875,13.692900657653809,5149.3759765625,1293.4000244140625,5878.60009765625,3362.39990234375,10406.5703125,708.47998046875,23032.5390625,2876.070068359375,2252.360107421875,189.91000366210938,932.47998046875,988.8900146484375,1966.0074462890625,11055.876953125
377,2020-09-10,3339.18994140625,3234.822998046875,6003.2998046875,13208.8896484375,24313.5390625,12691.75,46868.46875,6342.56982421875,2492.090087890625,16185.2998046875,38840.3203125,5023.93017578125,550.5,2396.47998046875,98835.0,6999.2001953125,40.970001220703125,13.674142837524414,4891.4609375,1290.8900146484375,5908.5,3355.85009765625,10387.4404296875,705.1300048828125,23235.470703125,2897.550048828125,2245.47998046875,189.0,930.969970703125,986.469970703125,1965.509765625,11166.6123046875
378,2020-09-11,3340.969970703125,3260.345947265625,6032.10009765625,13202.83984375,24503.310546875,12675.9501953125,45839.98828125,6369.16015625,2490.090087890625,16222.5,38854.55078125,5034.14013671875,552.010009765625,2396.68994140625,98363.0,6943.2001953125,40.290000915527344,13.542840957641602,5016.7119140625,1279.9599609375,5859.39990234375,3351.239990234375,10439.51953125,705.72998046875,23406.490234375,2910.510009765625,2232.6201171875,188.57000732421875,933.969970703125,988.0599975585938,1967.967041015625,11329.458984375
930,2020-09-12,3340.969970703125,3260.345947265625,6032.10009765625,13202.83984375,24503.310546875,12675.9501953125,45839.98828125,6369.16015625,2490.090087890625,16222.5,38854.55078125,5034.14013671875,552.010009765625,2396.68994140625,98363.0,6943.2001953125,40.290000915527344,13.542840957641602,5016.7119140625,1279.9599609375,5859.39990234375,3351.239990234375,10439.51953125,705.72998046875,23406.490234375,2910.510009765625,2232.6201171875,188.57000732421875,933.969970703125,988.0599975585938,1967.967041015625,11329.458984375
931,2020-09-13,3340.969970703125,3260.345947265625,6032.10009765625,13202.83984375,24503.310546875,12675.9501953125,45839.98828125,6369.16015625,2490.090087890625,16222.5,38854.55078125,5034.14013671875,552.010009765625,2396.68994140625,98363.0,6943.2001953125,40.290000915527344,13.542840957641602,5016.7119140625,1279.9599609375,5859.39990234375,3351.239990234375,10439.51953125,705.72998046875,23406.490234375,2910.510009765625,2232.6201171875,188.57000732421875,933.969970703125,988.0599975585938,1967.967041015625,11329.458984375
379,2020-09-14,3383.5400390625,3278.81396484375,6026.2998046875,13193.66015625,24640.279296875,12787.8203125,44614.078125,6399.8798828125,2482.550048828125,16360.099609375,38756.62890625,5051.8798828125,552.4400024414062,2427.909912109375,100275.0,6951.10009765625,41.119998931884766,13.880475044250488,5161.828125,1272.3399658203125,5899.5,3353.6201171875,10457.4296875,705.75,23559.30078125,2928.3798828125,2238.0400390625,188.3300018310547,931.47998046875,991.25,1961.3470458984375,11311.7783203125
380,2020-09-15,3401.199951171875,3295.679931640625,6105.5,13217.669921875,24732.759765625,12845.650390625,44628.421875,6533.9501953125,2485.830078125,16431.30078125,39044.3515625,5067.93017578125,555.9500122070312,2443.580078125,100298.0,7036.0,41.02000045776367,13.861716270446777,5100.865234375,1286.1800537109375,5894.7998046875,3363.14990234375,10520.0,712.5700073242188,23454.890625,2980.580078125,2236.85009765625,189.80999755859375,941.489990234375,995.969970703125,1977.1090087890625,11084.7236328125
381,2020-09-16,3385.489990234375,3283.924072265625,6078.5,13255.3701171875,24725.630859375,12976.759765625,42167.859375,6592.919921875,2505.14990234375,16295.7001953125,39302.8515625,5074.419921875,558.4299926757812,2435.919921875,99676.0,7110.7998046875,40.189998626708984,13.692900657653809,5058.48193359375,1293.47998046875,5956.10009765625,3392.89990234375,10552.0400390625,719.6400146484375,23475.529296875,2975.010009765625,2258.830078125,192.08999633789062,944.2899780273438,998.9199829101562,1971.6171875,11068.904296875
382,2020-09-17,3357.010009765625,3270.43505859375,6049.89990234375,13208.1201171875,24340.849609375,12872.740234375,39799.890625,6564.77001953125,2500.780029296875,16246.7001953125,38979.8515625,5039.5,552.47998046875,2406.169921875,100098.0,7086.2001953125,39.66999816894531,13.31775188446045,5038.40087890625,1284.4000244140625,5883.2001953125,3390.179931640625,10519.330078125,718.8900146484375,23319.369140625,2971.739990234375,2242.949951171875,192.33999633789062,947.9099731445312,992.0599975585938,1953.3861083984375,11110.779296875
383,2020-09-18,3319.469970703125,3338.090087890625,6007.10009765625,13116.25,24455.41015625,12875.6201171875,41484.05859375,6486.27001953125,2497.7099609375,16199.0,38845.8203125,4978.18017578125,550.8499755859375,2412.39990234375,98290.0,6929.7998046875,38.47999954223633,13.111421585083008,5059.22314453125,1288.3900146484375,5864.5,3375.860107421875,10539.169921875,720.6199951171875,23360.30078125,2951.7900390625,2206.239990234375,192.24000549316406,948.3200073242188,982.77001953125,1934.6048583984375,11078.2109375
932,2020-09-19,3319.469970703125,3338.090087890625,6007.10009765625,13116.25,24455.41015625,12875.6201171875,41484.05859375,6486.27001953125,2497.7099609375,16199.0,38845.8203125,4978.18017578125,550.8499755859375,2412.39990234375,98290.0,6929.7998046875,38.47999954223633,13.111421585083008,5059.22314453125,1288.3900146484375,5864.5,3375.860107421875,10539.169921875,720.6199951171875,23360.30078125,2951.7900390625,2206.239990234375,192.24000549316406,948.3200073242188,982.77001953125,1934.6048583984375,11078.2109375
933,2020-09-20,3319.469970703125,3338.090087890625,6007.10009765625,13116.25,24455.41015625,12875.6201171875,41484.05859375,6486.27001953125,2497.7099609375,16199.0,38845.8203125,4978.18017578125,550.8499755859375,2412.39990234375,98290.0,6929.7998046875,38.47999954223633,13.111421585083008,5059.22314453125,1288.3900146484375,5864.5,3375.860107421875,10539.169921875,720.6199951171875,23360.30078125,2951.7900390625,2206.239990234375,192.24000549316406,948.3200073242188,982.77001953125,1934.6048583984375,11078.2109375
384,2020-09-21,3281.06005859375,3316.93505859375,5804.2998046875,12542.4404296875,23950.689453125,12795.1201171875,40745.12890625,6253.7998046875,2485.7099609375,15981.7998046875,38034.140625,4792.0400390625,536.010009765625,2389.389892578125,96991.0,6692.2998046875,38.54999923706055,12.90509033203125,4999.35986328125,1275.1600341796875,5822.60009765625,3234.31005859375,10325.4404296875,696.5599975585938,23360.30078125,2863.669921875,2125.31005859375,186.02000427246094,915.5,949.489990234375,1864.348388671875,10813.93359375
385,2020-09-22,3315.570068359375,3274.302001953125,5829.5,12594.3896484375,23716.849609375,12645.509765625,40944.48828125,6228.72998046875,2463.2900390625,16142.900390625,37734.078125,4772.83984375,540.780029296875,2332.590087890625,97294.0,6648.60009765625,38.599998474121094,13.092663764953613,4934.0927734375,1267.6300048828125,5784.10009765625,3220.8798828125,10355.5703125,700.5399780273438,23360.30078125,2884.659912109375,2130.219970703125,188.19000244140625,927.0499877929688,949.989990234375,1879.3011474609375,10848.3642578125
386,2020-09-23,3236.919921875,3279.7109375,5899.2998046875,12642.9697265625,23742.509765625,12583.8798828125,40974.05078125,6289.39990234375,2481.139892578125,15817.099609375,37668.421875,4802.259765625,545.6799926757812,2333.239990234375,95735.0,6654.2001953125,37.720001220703125,13.223965644836426,4917.955078125,1264.010009765625,5923.89990234375,3215.6298828125,10330.0595703125,705.02001953125,23346.490234375,2916.389892578125,2111.699951171875,188.13999938964844,928.2899780273438,957.010009765625,1878.0987548828125,10813.93359375
387,2020-09-24,3246.590087890625,3223.176025390625,5822.7998046875,12606.5703125,23311.0703125,12264.3798828125,41875.66015625,6239.0,2450.820068359375,15912.2998046875,36553.6015625,4762.6201171875,541.1099853515625,2272.699951171875,97012.0,6643.39990234375,37.119998931884766,13.223965644836426,4842.755859375,1247.4599609375,5875.89990234375,3172.60009765625,10211.5302734375,700.02001953125,23087.8203125,2912.760009765625,2102.419921875,186.1999969482422,918.6400146484375,948.1099853515625,1872.6185302734375,10813.93359375
388,2020-09-25,3298.4599609375,3219.41796875,5842.7001953125,12469.2001953125,23235.419921875,12232.91015625,42042.44921875,6309.22021484375,2472.280029296875,16065.400390625,37388.66015625,4729.66015625,540.9099731445312,2278.7900390625,96999.0,6628.2998046875,37.34000015258789,12.90509033203125,4945.791015625,1244.93994140625,5964.89990234375,3163.669921875,10216.2802734375,703.0999755859375,23204.619140625,2896.830078125,2083.02001953125,184.77000427246094,917.4199829101562,944.5499877929688,1852.4200439453125,10641.78125
934,2020-09-26,3298.4599609375,3219.41796875,5842.7001953125,12469.2001953125,23235.419921875,12232.91015625,42042.44921875,6309.22021484375,2472.280029296875,16065.400390625,37388.66015625,4729.66015625,540.9099731445312,2278.7900390625,96999.0,6628.2998046875,37.34000015258789,12.90509033203125,4945.791015625,1244.93994140625,5964.89990234375,3163.669921875,10216.2802734375,703.0999755859375,23204.619140625,2896.830078125,2083.02001953125,184.77000427246094,917.4199829101562,944.5499877929688,1852.4200439453125,10641.78125
935,2020-09-27,3298.4599609375,3219.41796875,5842.7001953125,12469.2001953125,23235.419921875,12232.91015625,42042.44921875,6309.22021484375,2472.280029296875,16065.400390625,37388.66015625,4729.66015625,540.9099731445312,2278.7900390625,96999.0,6628.2998046875,37.34000015258789,12.90509033203125,4945.791015625,1244.93994140625,5964.89990234375,3163.669921875,10216.2802734375,703.0999755859375,23204.619140625,2896.830078125,2083.02001953125,184.77000427246094,917.4199829101562,944.5499877929688,1852.4200439453125,10641.78125
389,2020-09-28,3351.60009765625,3217.534912109375,5927.89990234375,12870.8701171875,23476.05078125,12462.759765625,42077.91015625,6417.93017578125,2483.010009765625,16242.7998046875,37981.62890625,4843.27001953125,551.6699829101562,2308.080078125,94666.0,6791.5,38.0,12.755030632019043,4906.5478515625,1263.02001953125,5952.2998046875,3260.419921875,10308.669921875,721.989990234375,23511.619140625,2927.169921875,2124.06005859375,188.69000244140625,929.8400268554688,965.7100219726562,1897.447021484375,11112.640625
390,2020-09-29,3335.469970703125,3224.35888671875,5897.5,12825.8203125,23275.529296875,12467.73046875,42196.87890625,6380.77978515625,2471.610107421875,16211.5,37973.21875,4832.06982421875,548.9199829101562,2327.889892578125,93580.0,6713.60009765625,37.7599983215332,12.830060958862305,4879.09814453125,1257.3399658203125,5952.10009765625,3234.89990234375,10229.2998046875,722.510009765625,23539.099609375,2910.1201171875,2096.030029296875,188.25,926.4299926757812,962.1900024414062,1887.4156494140625,10776.7119140625
391,2020-09-30,3363.0,3218.052001953125,5866.10009765625,12760.73046875,23459.05078125,12515.6103515625,41260.859375,6380.89990234375,2466.6201171875,16121.400390625,38067.9296875,4803.43994140625,547.7000122070312,2327.889892578125,94603.0,6716.60009765625,38.209999084472656,12.811302185058594,4870.0390625,1237.0400390625,5815.89990234375,3235.43994140625,10187.0,719.27001953125,23185.119140625,2905.81005859375,2108.75,188.13999938964844,929.8499755859375,958.97998046875,1884.1441650390625,10910.7109375
392,2020-10-01,3380.800048828125,3218.052001953125,5879.5,12730.76953125,23459.05078125,12515.6103515625,42916.19140625,6398.8798828125,2500.739990234375,16184.5,38697.05078125,4824.0400390625,550.5399780273438,2327.889892578125,95479.0,6730.7001953125,38.41999816894531,12.811302185058594,4970.09423828125,1247.5899658203125,5872.89990234375,3236.7900390625,10238.1201171875,719.97998046875,23185.119140625,2889.800048828125,2090.27001953125,190.05999755859375,925.1500244140625,964.0,1878.12255859375,10964.6826171875
393,2020-10-02,3348.419921875,3218.052001953125,5902.10009765625,12689.0400390625,23459.05078125,12515.6103515625,43654.37109375,6386.06982421875,2496.110107421875,16199.2998046875,38697.05078125,4824.8798828125,553.1199951171875,2327.889892578125,94016.0,6754.5,38.47999954223633,12.811302185058594,4926.73388671875,1237.5400390625,5791.5,3248.22998046875,10252.400390625,715.0999755859375,23029.900390625,2852.419921875,2100.7900390625,189.72999572753906,925.3699951171875,965.3599853515625,1875.236328125,11004.6962890625
936,2020-10-03,3348.419921875,3218.052001953125,5902.10009765625,12689.0400390625,23459.05078125,12515.6103515625,43654.37109375,6386.06982421875,2496.110107421875,16199.2998046875,38697.05078125,4824.8798828125,553.1199951171875,2327.889892578125,94016.0,6754.5,38.47999954223633,12.811302185058594,4926.73388671875,1237.5400390625,5791.5,3248.22998046875,10252.400390625,715.0999755859375,23029.900390625,2852.419921875,2100.7900390625,189.72999572753906,925.3699951171875,965.3599853515625,1875.236328125,11004.6962890625
937,2020-10-04,3348.419921875,3218.052001953125,5902.10009765625,12689.0400390625,23459.05078125,12515.6103515625,43654.37109375,6386.06982421875,2496.110107421875,16199.2998046875,38697.05078125,4824.8798828125,553.1199951171875,2327.889892578125,94016.0,6754.5,38.47999954223633,12.811302185058594,4926.73388671875,1237.5400390625,5791.5,3248.22998046875,10252.400390625,715.0999755859375,23029.900390625,2852.419921875,2100.7900390625,189.72999572753906,925.3699951171875,965.3599853515625,1875.236328125,11004.6962890625
394,2020-10-05,3408.60009765625,3218.052001953125,5942.89990234375,12828.3095703125,23767.779296875,12548.2802734375,44273.2109375,6431.10009765625,2517.22998046875,16410.19921875,38973.69921875,4871.8701171875,557.9199829101562,2358.0,96089.0,6837.89990234375,39.2400016784668,12.755030632019043,4958.76904296875,1242.989990234375,5941.60009765625,3293.889892578125,10303.0595703125,725.1199951171875,23312.140625,2881.97998046875,2141.10009765625,192.11000061035156,943.02001953125,975.25,1896.165283203125,10914.43359375
395,2020-10-06,3360.969970703125,3218.052001953125,5949.89990234375,12906.01953125,23980.650390625,12704.23046875,44438.41015625,6530.3701171875,2529.260009765625,16236.099609375,39574.5703125,4895.4599609375,555.3800048828125,2365.89990234375,95615.0,6936.2001953125,39.33000183105469,13.392781257629395,4999.22119140625,1250.1500244140625,5962.10009765625,3341.320068359375,10233.16015625,724.3900146484375,23433.73046875,2892.989990234375,2175.10009765625,191.8800048828125,952.8599853515625,979.0800170898438,1911.3858642578125,10799.974609375
396,2020-10-07,3419.43994140625,3218.052001953125,5946.2998046875,12928.5703125,24242.859375,12746.3701171875,44739.859375,6621.919921875,2538.360107421875,16428.30078125,39878.94921875,4882.0,554.5999755859375,2386.93994140625,95526.0,6910.10009765625,40.18000030517578,13.111421585083008,5004.3271484375,1263.7099609375,6036.39990234375,3325.719970703125,10187.8798828125,724.4299926757812,23422.8203125,2842.580078125,2173.7900390625,191.5500030517578,945.739990234375,978.0599975585938,1909.3895263671875,10793.4619140625
397,2020-10-08,3446.830078125,3218.052001953125,5978.0,13042.2099609375,24193.349609375,12887.1904296875,45482.1796875,6683.580078125,2543.110107421875,16534.5,40182.671875,4911.93994140625,559.9400024414062,2391.9599609375,97920.0,6992.7998046875,40.4900016784668,13.05514907836914,5039.14208984375,1274.8299560546875,6102.0,3369.840087890625,10270.240234375,726.1799926757812,23647.0703125,2846.389892578125,2212.6201171875,192.3000030517578,953.5599975585938,984.7999877929688,1927.1280517578125,10813.0029296875
398,2020-10-09,3477.139892578125,3272.075927734375,6016.7001953125,13051.23046875,24119.130859375,12887.1904296875,45856.109375,6688.06982421875,2532.9599609375,16562.80078125,40509.48828125,4946.81005859375,567.1699829101562,2391.9599609375,97483.0,6950.89990234375,41.13999938964844,13.14893627166748,5053.6630859375,1267.1400146484375,6102.2001953125,3387.35009765625,10320.0302734375,726.3300170898438,23619.689453125,2834.090087890625,2214.6201171875,194.0399932861328,952.0399780273438,993.52001953125,1920.14501953125,10794.3916015625
938,2020-10-10,3477.139892578125,3272.075927734375,6016.7001953125,13051.23046875,24119.130859375,12887.1904296875,45856.109375,6688.06982421875,2532.9599609375,16562.80078125,40509.48828125,4946.81005859375,567.1699829101562,2391.9599609375,97483.0,6950.89990234375,41.13999938964844,13.14893627166748,5053.6630859375,1267.1400146484375,6102.2001953125,3387.35009765625,10320.0302734375,726.3300170898438,23619.689453125,2834.090087890625,2214.6201171875,194.0399932861328,952.0399780273438,993.52001953125,1920.14501953125,10794.3916015625
939,2020-10-11,3477.139892578125,3272.075927734375,6016.7001953125,13051.23046875,24119.130859375,12887.1904296875,45856.109375,6688.06982421875,2532.9599609375,16562.80078125,40509.48828125,4946.81005859375,567.1699829101562,2391.9599609375,97483.0,6950.89990234375,41.13999938964844,13.14893627166748,5053.6630859375,1267.1400146484375,6102.2001953125,3387.35009765625,10320.0302734375,726.3300170898438,23619.689453125,2834.090087890625,2214.6201171875,194.0399932861328,952.0399780273438,993.52001953125,1920.14501953125,10794.3916015625
399,2020-10-12,3534.219970703125,3358.465087890625,6001.39990234375,13138.41015625,24649.6796875,12955.91015625,45856.109375,6741.16015625,2552.419921875,16562.80078125,40593.80078125,4979.2900390625,572.3099975585938,2403.72998046875,97483.0,6951.0,41.970001220703125,13.24272346496582,5093.09912109375,1273.4300537109375,6132.0,3385.360107421875,10364.099609375,732.0499877929688,23558.689453125,2846.139892578125,2218.8701171875,196.0500030517578,951.7000122070312,1001.6900024414062,1932.6153564453125,10839.98828125
400,2020-10-13,3511.929931640625,3359.75,5969.7001953125,13018.990234375,24649.6796875,12947.1298828125,45994.73046875,6687.08984375,2567.64990234375,16510.80078125,40625.51171875,4947.60986328125,572.469970703125,2403.14990234375,98503.0,6875.2001953125,40.91999816894531,13.24272346496582,5132.57177734375,1273.4300537109375,6195.7001953125,3320.469970703125,10336.3603515625,724.9199829101562,23601.779296875,2829.22998046875,2193.719970703125,194.6199951171875,950.3099975585938,996.8099975585938,1918.5911865234375,10643.642578125
401,2020-10-14,3488.669921875,3340.778076171875,5935.10009765625,13028.0595703125,24667.08984375,12919.3095703125,47295.26953125,6699.91015625,2555.590087890625,16455.400390625,40794.73828125,4941.66015625,571.97998046875,2380.47998046875,99334.0,6916.60009765625,40.619998931884766,13.617871284484863,5176.09912109375,1263.989990234375,6179.2001953125,3316.159912109375,10292.66015625,727.6900024414062,23626.73046875,2856.080078125,2210.22998046875,195.8300018310547,953.6099853515625,995.8900146484375,1925.2144775390625,10664.115234375
402,2020-10-15,3483.340087890625,3332.18310546875,5832.5,12703.75,24158.5390625,12827.8203125,48239.26953125,6587.919921875,2523.6201171875,16501.0,39728.41015625,4837.419921875,560.469970703125,2361.2099609375,99054.0,6816.7998046875,39.0,13.711657524108887,5105.14990234375,1242.9599609375,6210.2998046875,3242.06005859375,10067.9599609375,716.469970703125,23507.23046875,2817.2900390625,2176.909912109375,193.13999938964844,937.8400268554688,973.9400024414062,1868.058349609375,10747.865234375
403,2020-10-16,3483.81005859375,3336.35791015625,5919.60009765625,12908.990234375,24386.7890625,12750.3701171875,49024.078125,6609.60986328125,2533.02001953125,16438.80078125,39982.98046875,4935.85986328125,568.1799926757812,2341.530029296875,98309.0,6849.7001953125,38.439998626708984,13.617871284484863,5103.4140625,1233.6800537109375,6176.7998046875,3264.60009765625,10207.1298828125,724.1199951171875,23410.630859375,2799.5400390625,2195.320068359375,194.47000122070312,947.5499877929688,991.0499877929688,1899.1114501953125,10887.447265625
940,2020-10-17,3483.81005859375,3336.35791015625,5919.60009765625,12908.990234375,24386.7890625,12750.3701171875,49024.078125,6609.60986328125,2533.02001953125,16438.80078125,39982.98046875,4935.85986328125,568.1799926757812,2341.530029296875,98309.0,6849.7001953125,38.439998626708984,13.617871284484863,5103.4140625,1233.6800537109375,6176.7998046875,3264.60009765625,10207.1298828125,724.1199951171875,23410.630859375,2799.5400390625,2195.320068359375,194.47000122070312,947.5499877929688,991.0499877929688,1899.1114501953125,10887.447265625
941,2020-10-18,3483.81005859375,3336.35791015625,5919.60009765625,12908.990234375,24386.7890625,12750.3701171875,49024.078125,6609.60986328125,2533.02001953125,16438.80078125,39982.98046875,4935.85986328125,568.1799926757812,2341.530029296875,98309.0,6849.7001953125,38.439998626708984,13.617871284484863,5103.4140625,1233.6800537109375,6176.7998046875,3264.60009765625,10207.1298828125,724.1199951171875,23410.630859375,2799.5400390625,2195.320068359375,194.47000122070312,947.5499877929688,991.0499877929688,1899.1114501953125,10887.447265625
404,2020-10-19,3426.919921875,3312.669921875,5884.7001953125,12854.66015625,24542.259765625,12908.33984375,49162.12890625,6597.66015625,2543.570068359375,16274.099609375,40431.6015625,4942.6201171875,565.25,2346.739990234375,98658.0,6860.2001953125,37.77000045776367,13.505326271057129,5126.330078125,1208.75,6229.39990234375,3262.300048828125,10184.3603515625,726.0499877929688,23671.130859375,2794.27001953125,2193.14990234375,194.85000610351562,947.260009765625,989.2100219726562,1897.2314453125,11098.6826171875
405,2020-10-20,3443.1201171875,3328.10009765625,5889.2001953125,12736.9501953125,24569.5390625,12862.3701171875,49683.828125,6601.39013671875,2528.639892578125,16273.2998046875,40544.37109375,4929.27978515625,564.0,2358.409912109375,100540.0,6927.2998046875,37.540000915527344,13.336509704589844,5099.83984375,1210.6700439453125,6184.60009765625,3260.090087890625,10146.23046875,724.7899780273438,23567.0390625,2803.06005859375,2194.110107421875,194.2899932861328,940.5,989.4400024414062,1910.3656005859375,10980.5029296875
406,2020-10-21,3435.56005859375,3325.02001953125,5776.5,12557.6396484375,24754.419921875,12877.25,50088.78125,6494.27001953125,2525.610107421875,16230.2001953125,40707.30859375,4853.9501953125,557.4000244140625,2370.860107421875,100552.0,6811.5,37.150001525878906,13.917988777160645,5096.44580078125,1216.47998046875,6191.7998046875,3201.239990234375,9989.75,715.6199951171875,23639.4609375,2786.22998046875,2175.0400390625,192.25999450683594,923.4099731445312,974.47998046875,1872.4366455078125,10966.544921875
407,2020-10-22,3453.489990234375,3312.5,5785.7001953125,12543.0595703125,24786.130859375,12917.0302734375,51671.55859375,6523.64990234375,2528.409912109375,16279.400390625,40558.48828125,4851.3798828125,554.2000122070312,2355.050048828125,101918.0,6796.60009765625,36.86000061035156,13.842960357666016,5091.81591796875,1213.6099853515625,6173.7998046875,3202.18994140625,9999.0498046875,715.010009765625,23474.26953125,2803.169921875,2166.409912109375,191.44000244140625,913.5599975585938,972.5499877929688,1868.3863525390625,10719.9482421875
408,2020-10-23,3465.389892578125,3277.9970703125,5860.2998046875,12645.75,24918.779296875,12898.8203125,52512.6015625,6574.39990234375,2537.389892578125,16304.099609375,40685.5,4909.64013671875,554.3400268554688,2360.81005859375,101260.0,6893.39990234375,37.16999816894531,13.505326271057129,5112.18798828125,1213.6099853515625,6167.0,3246.449951171875,10023.900390625,715.989990234375,23516.58984375,2816.699951171875,2193.739990234375,192.30999755859375,925.5,979.969970703125,1885.5631103515625,10732.9755859375
942,2020-10-24,3465.389892578125,3277.9970703125,5860.2998046875,12645.75,24918.779296875,12898.8203125,52512.6015625,6574.39990234375,2537.389892578125,16304.099609375,40685.5,4909.64013671875,554.3400268554688,2360.81005859375,101260.0,6893.39990234375,37.16999816894531,13.505326271057129,5112.18798828125,1213.6099853515625,6167.0,3246.449951171875,10023.900390625,715.989990234375,23516.58984375,2816.699951171875,2193.739990234375,192.30999755859375,925.5,979.969970703125,1885.5631103515625,10732.9755859375
